"drug_name","drugid","ind_name","ind_id","NCT","status","phase","DetailedStatus"
"phenoxybenzamine","DB00925","Pheochromocytoma","C0031511",NA,"Approved",NA,NA
"phenprocoumon","DB00946","Thrombosis","C0040053",NA,"Approved",NA,NA
"phenprocoumon","DB00946","Myocardial Infarction","C0027051",NA,"Approved",NA,NA
"phenprocoumon","DB00946","Thromboembolism","C0040038",NA,"Approved",NA,NA
"phensuximide","DB00832","Epilepsy","C0014544",NA,"Approved",NA,NA
"phensuximide","DB00832","Absence Epilepsy","C0014553",NA,"Approved",NA,NA
"phentermine","DB00191","Hypotension","C0020649",NA,"Approved",NA,NA
"phentermine","DB00191","Obesity","C0028754",NA,"Approved",NA,NA
"phentolamine","DB00692","Peripheral Vascular Diseases","C0085096",NA,"Approved",NA,NA
"phentolamine","DB00692","Pheochromocytoma","C0031511",NA,"Approved",NA,NA
"phentolamine","DB00692","Cerebral Ischemia","C0917798",NA,"Approved",NA,NA
"phentolamine","DB00692","Paroxysmal hypertension","C0221154",NA,"Approved",NA,NA
"phenylephrine","DB00388","Coughing","C0010200",NA,"Approved",NA,NA
"phenylephrine","DB00388","Sneezing","C0037383",NA,"Approved",NA,NA
"phenylephrine","DB00388","Rhinorrhea","C1260880",NA,"Approved",NA,NA
"phenylephrine","DB00388","Fever","C0015967",NA,"Approved",NA,NA
"phenylephrine","DB00388","Redness of eye","C0235267",NA,"Approved",NA,NA
"phenylephrine","DB00388","Rectal pain","C0034886",NA,"Approved",NA,NA
"phenylephrine","DB00388","Allergic Conjunctivitis","C0009766",NA,"Approved",NA,NA
"phenylephrine","DB00388","Headache Disorders","C0393735",NA,"Approved",NA,NA
"phenylephrine","DB00388","Rhinitis","C0035455",NA,"Approved",NA,NA
"phenylephrine","DB00388","Sinus headache","C0037195",NA,"Approved",NA,NA
"phenylephrine","DB00388","Proctitis","C0033246",NA,"Approved",NA,NA
"phenylephrine","DB00388","Nasal congestion (finding)","C0027424",NA,"Approved",NA,NA
"phenylephrine","DB00388","Allergic rhinitis (disorder)","C2607914",NA,"Approved",NA,NA
"phenylephrine","DB00388","Hemorrhoids","C0019112",NA,"Approved",NA,NA
"phenylephrine","DB00388","Hay fever","C0018621",NA,"Approved",NA,NA
"phenylephrine","DB00388","Rhinitis, Vasomotor","C0035460",NA,"Approved",NA,NA
"phenylephrine","DB00388","Influenza-like symptoms","C0392171",NA,"Approved",NA,NA
"phenylephrine","DB00388","Mydriasis","C0026961",NA,"Approved",NA,NA
"phenylephrine","DB00388","Common Cold","C0009443",NA,"Approved",NA,NA
"phenylephrine","DB00388","Pruritus Ani","C0033775",NA,"Approved",NA,NA
"phenylpropanolamine","DB00397","Influenza-like symptoms","C0392171",NA,"Approved",NA,NA
"phenylpropanolamine","DB00397","Allergic rhinitis (disorder)","C2607914",NA,"Approved",NA,NA
"phenylpropanolamine","DB00397","Rhinitis, Vasomotor","C0035460",NA,"Approved",NA,NA
"phenylpropanolamine","DB00397","Nasal congestion (finding)","C0027424",NA,"Approved",NA,NA
"phenylpropanolamine","DB00397","Coughing","C0010200",NA,"Approved",NA,NA
"phenylpropanolamine","DB00397","Hay fever","C0018621",NA,"Approved",NA,NA
"phenylpropanolamine","DB00397","Rhinorrhea","C1260880",NA,"Approved",NA,NA
"phenylpropanolamine","DB00397","Common Cold","C0009443",NA,"Approved",NA,NA
"phenylpropanolamine","DB00397","Sneezing","C0037383",NA,"Approved",NA,NA
"phenylpropanolamine","DB00397","Allergic Conjunctivitis","C0009766",NA,"Approved",NA,NA
"phenylpropanolamine","DB00397","Sinus headache","C0037195",NA,"Approved",NA,NA
"phenylpropanolamine","DB00397","Rhinitis","C0035455",NA,"Approved",NA,NA
"phenyltoloxamine","DB11160","Dermatographic urticaria","C0343065",NA,"Approved",NA,NA
"phenyltoloxamine","DB11160","Allergic rhinitis (disorder)","C2607914",NA,"Approved",NA,NA
"phenyltoloxamine","DB11160","Rhinorrhea","C1260880",NA,"Approved",NA,NA
"phenyltoloxamine","DB11160","Rhinitis, Vasomotor","C0035460",NA,"Approved",NA,NA
"phenyltoloxamine","DB11160","Influenza-like symptoms","C0392171",NA,"Approved",NA,NA
"phenyltoloxamine","DB11160","Urticaria","C0042109",NA,"Approved",NA,NA
"phenyltoloxamine","DB11160","Pruritus","C0033774",NA,"Approved",NA,NA
"phenyltoloxamine","DB11160","Hay fever","C0018621",NA,"Approved",NA,NA
"phenyltoloxamine","DB11160","Allergic Conjunctivitis","C0009766",NA,"Approved",NA,NA
"phenytoin","DB00252","Motor cortex epilepsy","C0234978",NA,"Approved",NA,NA
"phenytoin","DB00252","Epilepsies, Partial","C0014547",NA,"Approved",NA,NA
"phenytoin","DB00252","Tonic - clonic seizures","C0494475",NA,"Approved",NA,NA
"phenytoin","DB00252","Lennox-Gastaut syndrome","C0238111",NA,"Approved",NA,NA
"phenytoin","DB00252","Status Epilepticus","C0038220",NA,"Approved",NA,NA
"phenytoin","DB00252","Tonic-Clonic Epilepsy","C0014549",NA,"Approved",NA,NA
"phenytoin","DB00252","Epilepsy","C0014544",NA,"Approved",NA,NA
"phenytoin","DB00252","Bipolar disorder in remission","C0270425",NA,"Approved",NA,NA
"phenytoin","DB00252","Simple Partial Seizures","C0234974",NA,"Approved",NA,NA
"phenytoin","DB00252","Epilepsy characterized by intractable complex partial seizures","C2711653",NA,"Approved",NA,NA
"physostigmine","DB00981","Glaucoma, Open-Angle","C0017612",NA,"Approved",NA,NA
"pilocarpine","DB01085","Xerostomia","C0043352",NA,"Approved",NA,NA
"pilocarpine","DB01085","Glaucoma, Open-Angle","C0017612",NA,"Approved",NA,NA
"pilocarpine","DB01085","Ocular Hypertension","C0028840",NA,"Approved",NA,NA
"pilsicainide","DB12712","Tachyarrhythmia","C0080203",NA,"Approved",NA,NA
"pimecrolimus","DB00337","Dermatitis, Atopic","C0011615",NA,"Approved",NA,NA
"anecortave","DB05288","Exudative age-related macular degeneration","C0271084",NA,"Approved",NA,NA
"anecortave","DB12081","Exudative age-related macular degeneration","C0271084",NA,"Approved",NA,NA
"pimozide","DB01100","Gilles de la Tourette syndrome","C0040517",NA,"Approved",NA,NA
"pinacidil","DB06762","Hypertensive disease","C0020538",NA,"Approved",NA,NA
"pindolol","DB00960","Hypertensive disease","C0020538",NA,"Approved",NA,NA
"pioglitazone","DB01132","Diabetes Mellitus, Non-Insulin-Dependent","C0011860",NA,"Approved",NA,NA
"piperacillin","DB00319","Infection due to Pseudomonas aeruginosa","C0276075",NA,"Approved",NA,NA
"piperacillin","DB00319","Proteus septicemia","C0577690",NA,"Approved",NA,NA
"piperacillin","DB00319","Acute gonococcal endometritis","C0153196",NA,"Approved",NA,NA
"piperacillin","DB00319","Staphylococcus aureus infection","C1318973",NA,"Approved",NA,NA
"piperacillin","DB00319","Bacterial sepsis","C0684256",NA,"Approved",NA,NA
"piperacillin","DB00319","Proteus urinary tract infection","C0577709",NA,"Approved",NA,NA
"piperacillin","DB00319","Acute gonococcal cervicitis","C0153195",NA,"Approved",NA,NA
"piperacillin","DB00319","Abdominal Abscess","C0243001",NA,"Approved",NA,NA
"piperacillin","DB00319","Bacterial infection due to Klebsiella pneumoniae","C0343402",NA,"Approved",NA,NA
"piperacillin","DB00319","Escherichia coli septicemia","C0276088",NA,"Approved",NA,NA
"piperacillin","DB00319","Hospital acquired pneumonia","C0949083",NA,"Approved",NA,NA
"piperacillin","DB00319","Lower respiratory tract infection","C0149725",NA,"Approved",NA,NA
"piperacillin","DB00319","Pneumonia due to Escherichia coli","C0276089",NA,"Approved",NA,NA
"piperacillin","DB00319","Infection of bone","C2242472",NA,"Approved",NA,NA
"piperacillin","DB00319","Escherichia coli urinary tract infection","C0577708",NA,"Approved",NA,NA
"piperacillin","DB00319","Arthropathy associated with infection","C0157749",NA,"Approved",NA,NA
"piperacillin","DB00319","Escherichia coli Infections","C0014836",NA,"Approved",NA,NA
"piperacillin","DB00319","Streptococcal bacteremia","C0152964",NA,"Approved",NA,NA
"piperacillin","DB00319","Septicemia due to enterococcus","C0588233",NA,"Approved",NA,NA
"piperacillin","DB00319","Appendicitis","C0003615",NA,"Approved",NA,NA
"piperacillin","DB00319","Enterobacteriaceae Infections","C0014347",NA,"Approved",NA,NA
"piperacillin","DB00319","Sepsis due to Pseudomonas","C2887096",NA,"Approved",NA,NA
"piperacillin","DB00319","Postoperative infection","C0392618",NA,"Approved",NA,NA
"piperacillin","DB00319","Acute gonococcal urethritis","C0275652",NA,"Approved",NA,NA
"piperacillin","DB00319","Peritonitis","C0031154",NA,"Approved",NA,NA
"piperacillin","DB00319","Abdominal Infection","C1112209",NA,"Approved",NA,NA
"piperacillin","DB00319","Sepsis due to Gram negative bacteria","C3163829",NA,"Approved",NA,NA
"piperacillin","DB00319","Pneumonia due to Pseudomonas","C0155860",NA,"Approved",NA,NA
"piperacillin","DB00319","Rhinoscleroma","C0035468",NA,"Approved",NA,NA
"piperacillin","DB00319","Gonorrhea","C0018081",NA,"Approved",NA,NA
"piperacillin","DB00319","Serratia Infections","C0085394",NA,"Approved",NA,NA
"piperacillin","DB00319","Septicemia due to Bacteroides","C0276064",NA,"Approved",NA,NA
"piperacillin","DB00319","Serratia sepsis","C0152973",NA,"Approved",NA,NA
"piperacillin","DB00319","Urinary tract infection","C0042029",NA,"Approved",NA,NA
"piperacillin","DB00319","Haemophilus influenzae pneumonia","C0276026",NA,"Approved",NA,NA
"piperacillin","DB00319","Pneumonia, Bacterial","C0004626",NA,"Approved",NA,NA
"piperacillin","DB00319","Klebsiella cystitis","C0520775",NA,"Approved",NA,NA
"piperacillin","DB00319","Urinary tract infection caused by Klebsiella","C4076057",NA,"Approved",NA,NA
"piperacillin","DB00319","Female genital tract infection","C1263758",NA,"Approved",NA,NA
"piperazine","DB00592","Enterobiasis","C0086227",NA,"Approved",NA,NA
"piperazine","DB00592","Ascariasis","C0003950",NA,"Approved",NA,NA
"piperidione","DB13224","Coughing","C0010200",NA,"Approved",NA,NA
"pipotiazine palmitate","DB01621","Schizophrenia","C0036341",NA,"Approved",NA,NA
"pirbuterol","DB01291","Lung diseases","C0024115",NA,"Approved",NA,NA
"pirbuterol","DB01291","Bronchiectasis","C0006267",NA,"Approved",NA,NA
"pirbuterol","DB01291","Pulmonary Emphysema","C0034067",NA,"Approved",NA,NA
"pirbuterol","DB01291","Asthma","C0004096",NA,"Approved",NA,NA
"pirbuterol","DB01291","Bronchitis","C0006277",NA,"Approved",NA,NA
"pirbuterol","DB01291","Asthma attack","C0347950",NA,"Approved",NA,NA
"pirenzepine","DB00670","Peptic Ulcer","C0030920",NA,"Approved",NA,NA
"piretanide","DB02925","Edema","C0013604",NA,"Approved",NA,NA
"piretanide","DB02925","Hypertensive disease","C0020538",NA,"Approved",NA,NA
"piribedil","DB12478","Parkinsonian Disorders","C0242422",NA,"Approved",NA,NA
"pirlindole","DB09244","Depressive disorder","C0011581",NA,"Approved",NA,NA
"piroxicam","DB00554","Degenerative polyarthritis","C0029408",NA,"Approved",NA,NA
"piroxicam","DB00554","Rheumatoid Arthritis","C0003873",NA,"Approved",NA,NA
"pitavastatin","DB08860","Hyperlipidemia, Familial Combined","C0020474",NA,"Approved",NA,NA
"pitavastatin","DB08860","Hypercholesterolemia","C0020443",NA,"Approved",NA,NA
"plicamycin","DB06810","Malignant neoplasm of testis","C0153594",NA,"Approved",NA,NA
"poldine","DB13507","Peptic Ulcer","C0030920",NA,"Approved",NA,NA
"polysorbate 80","DB11063","Dry Eye Syndromes","C0013238",NA,"Approved",NA,NA
"polythiazide","DB01324","Hypertensive disease","C0020538",NA,"Approved",NA,NA
"octatropine methylbromide","DB00517","Gastric ulcer","C0038358",NA,"Approved",NA,NA
"octatropine methylbromide","DB00517","Peptic Ulcer","C0030920",NA,"Approved",NA,NA
"prajmalium","DB13555","Ventricular arrhythmia","C0085612",NA,"Approved",NA,NA
"pralidoxime","DB00733","Organophosphate poisoning","C0700359",NA,"Approved",NA,NA
"pramipexole","DB00413","Restless Legs Syndrome","C0035258",NA,"Approved",NA,NA
"pramipexole","DB00413","Parkinson Disease","C0030567",NA,"Approved",NA,NA
"pramiracetam","DB13247","Senile dementia","C0011268",NA,"Approved",NA,NA
"pramiracetam","DB13247","Memory impairment","C0233794",NA,"Approved",NA,NA
"pranlukast","DB01411","Allergic rhinitis (disorder)","C2607914",NA,"Approved",NA,NA
"pranlukast","DB01411","Asthma","C0004096",NA,"Approved",NA,NA
"pravastatin","DB00175","Cerebrovascular accident","C0038454",NA,"Approved",NA,NA
"pravastatin","DB00175","Hyperlipoproteinemia Type III","C0020479",NA,"Approved",NA,NA
"pravastatin","DB00175","Familial hypercholesterolemia - heterozygous","C0342882",NA,"Approved",NA,NA
"pravastatin","DB00175","Hypercholesterolemia","C0020443",NA,"Approved",NA,NA
"pravastatin","DB00175","Hypertriglyceridemia","C0020557",NA,"Approved",NA,NA
"pravastatin","DB00175","Hyperlipidemia, Familial Combined","C0020474",NA,"Approved",NA,NA
"pravastatin","DB00175","Arteriosclerosis","C0003850",NA,"Approved",NA,NA
"antazoline","DB08799","Rhinitis, Vasomotor","C0035460",NA,"Approved",NA,NA
"antazoline","DB08799","Dermatographic urticaria","C0343065",NA,"Approved",NA,NA
"antazoline","DB08799","Nasal congestion (finding)","C0027424",NA,"Approved",NA,NA
"antazoline","DB08799","Pruritus","C0033774",NA,"Approved",NA,NA
"antazoline","DB08799","Sneezing","C0037383",NA,"Approved",NA,NA
"antazoline","DB08799","Rhinorrhea","C1260880",NA,"Approved",NA,NA
"antazoline","DB08799","Allergic Conjunctivitis","C0009766",NA,"Approved",NA,NA
"antazoline","DB08799","Redness of eye","C0235267",NA,"Approved",NA,NA
"antazoline","DB08799","Urticaria","C0042109",NA,"Approved",NA,NA
"antazoline","DB08799","Allergic rhinitis (disorder)","C2607914",NA,"Approved",NA,NA
"prazepam","DB01588","Anxiety","C0003467",NA,"Approved",NA,NA
"prazepam","DB01588","Sleeplessness","C0917801",NA,"Approved",NA,NA
"praziquantel","DB01058","Opisthorchiasis","C0029106",NA,"Approved",NA,NA
"praziquantel","DB01058","Schistosomiasis","C0036323",NA,"Approved",NA,NA
"prednicarbate","DB01130","Dermatitis, Atopic","C0011615",NA,"Approved",NA,NA
"prednicarbate","DB01130","Pruritus of genital organs","C0033777",NA,"Approved",NA,NA
"prednicarbate","DB01130","Pruritus Ani","C0033775",NA,"Approved",NA,NA
"prednicarbate","DB01130","Lupus Erythematosus, Discoid","C0024138",NA,"Approved",NA,NA
"prednicarbate","DB01130","Lichen Simplex Chronicus","C0149922",NA,"Approved",NA,NA
"prednicarbate","DB01130","Lymphoma, T-Cell, Cutaneous","C0079773",NA,"Approved",NA,NA
"prednicarbate","DB01130","Contact Dermatitis","C0011616",NA,"Approved",NA,NA
"prednicarbate","DB01130","Granuloma Annulare","C0085074",NA,"Approved",NA,NA
"prednicarbate","DB01130","Exanthema","C0015230",NA,"Approved",NA,NA
"prednicarbate","DB01130","Scalp psoriasis","C0406326",NA,"Approved",NA,NA
"prednicarbate","DB01130","Seborrheic dermatitis","C0036508",NA,"Approved",NA,NA
"prednicarbate","DB01130","Chronic small plaque psoriasis","C0406317",NA,"Approved",NA,NA
"prednicarbate","DB00860","Dermatitis, Atopic","C0011615",NA,"Approved",NA,NA
"prednicarbate","DB00860","Pruritus of genital organs","C0033777",NA,"Approved",NA,NA
"prednicarbate","DB00860","Pruritus Ani","C0033775",NA,"Approved",NA,NA
"prednicarbate","DB00860","Lupus Erythematosus, Discoid","C0024138",NA,"Approved",NA,NA
"prednicarbate","DB00860","Lichen Simplex Chronicus","C0149922",NA,"Approved",NA,NA
"prednicarbate","DB00860","Lymphoma, T-Cell, Cutaneous","C0079773",NA,"Approved",NA,NA
"prednicarbate","DB00860","Contact Dermatitis","C0011616",NA,"Approved",NA,NA
"prednicarbate","DB00860","Granuloma Annulare","C0085074",NA,"Approved",NA,NA
"prednicarbate","DB00860","Exanthema","C0015230",NA,"Approved",NA,NA
"prednicarbate","DB00860","Scalp psoriasis","C0406326",NA,"Approved",NA,NA
"prednicarbate","DB00860","Seborrheic dermatitis","C0036508",NA,"Approved",NA,NA
"prednicarbate","DB00860","Chronic small plaque psoriasis","C0406317",NA,"Approved",NA,NA
"prednisolone","DB00860","Lichen Simplex Chronicus","C0149922",NA,"Approved",NA,NA
"prednisolone","DB00860","Ophthalmia, Sympathetic","C0029077",NA,"Approved",NA,NA
"prednisolone","DB00860","Mycosis Fungoides","C0026948",NA,"Approved",NA,NA
"prednisolone","DB00860","Ulcerative Colitis","C0009324",NA,"Approved",NA,NA
"prednisolone","DB00860","Eosinophilic Pneumonia","C1527407",NA,"Approved",NA,NA
"prednisolone","DB00860","Addison Disease","C0001403",NA,"Approved",NA,NA
"prednisolone","DB00860","Musculoskeletal Diseases","C0026857",NA,"Approved",NA,NA
"prednisolone","DB00860","Arthritis, Gouty","C0003868",NA,"Approved",NA,NA
"prednisolone","DB00860","Addisonian crisis","C0151467",NA,"Approved",NA,NA
"prednisolone","DB00860","Disorder of eye","C0015397",NA,"Approved",NA,NA
"prednisolone","DB00860","Synovitis","C0039103",NA,"Approved",NA,NA
"prednisolone","DB00860","Bacterial keratitis","C0854211",NA,"Approved",NA,NA
"prednisolone","DB00860","Exanthema","C0015230",NA,"Approved",NA,NA
"prednisolone","DB00860","Serum Sickness","C0036830",NA,"Approved",NA,NA
"prednisolone","DB00860","Multiple Sclerosis","C0026769",NA,"Approved",NA,NA
"prednisolone","DB00860","Cyclitis","C0010543",NA,"Approved",NA,NA
"prednisolone","DB00860","Sjogren's Syndrome","C1527336",NA,"Approved",NA,NA
"prednisolone","DB00860","Nephrotic Syndrome","C0027726",NA,"Approved",NA,NA
"prednisolone","DB00860","Exacerbation of asthma","C0349790",NA,"Approved",NA,NA
"prednisolone","DB00860","Arthritis, Psoriatic","C0003872",NA,"Approved",NA,NA
"prednisolone","DB00860","Stevens-Johnson Syndrome","C0038325",NA,"Approved",NA,NA
"prednisolone","DB00860","Rheumatic Heart Disease","C0035439",NA,"Approved",NA,NA
"prednisolone","DB00860","Juvenile arthritis","C3495559",NA,"Approved",NA,NA
"prednisolone","DB00860","Granuloma Annulare","C0085074",NA,"Approved",NA,NA
"prednisolone","DB00860","Pruritus of genital organs","C0033777",NA,"Approved",NA,NA
"prednisolone","DB00860","Lymphoma, Follicular","C0024301",NA,"Approved",NA,NA
"prednisolone","DB00860","Inflammatory Bowel Diseases","C0021390",NA,"Approved",NA,NA
"prednisolone","DB00860","Keratitis","C0022568",NA,"Approved",NA,NA
"prednisolone","DB00860","Ankylosing spondylitis","C0038013",NA,"Approved",NA,NA
"prednisolone","DB00860","Punctate keratopathy","C0423234",NA,"Approved",NA,NA
"prednisolone","DB00860","Lupus Erythematosus, Discoid","C0024138",NA,"Approved",NA,NA
"prednisolone","DB00860","Crohn Disease","C0010346",NA,"Approved",NA,NA
"prednisolone","DB00860","Psoriasis","C0033860",NA,"Approved",NA,NA
"prednisolone","DB00860","Asthma","C0004096",NA,"Approved",NA,NA
"prednisolone","DB00860","Simple Pulmonary Eosinophilia","C0242459",NA,"Approved",NA,NA
"prednisolone","DB00860","Corneal Abrasions","C0010032",NA,"Approved",NA,NA
"prednisolone","DB00860","Uveitis","C0042164",NA,"Approved",NA,NA
"prednisolone","DB00860","Lymphoma, Non-Hodgkin","C0024305",NA,"Approved",NA,NA
"prednisolone","DB00860","Dermatitis, Atopic","C0011615",NA,"Approved",NA,NA
"prednisolone","DB00860","Acute lymphocytic leukemia","C0023449",NA,"Approved",NA,NA
"prednisolone","DB00860","Erythema Multiforme","C0014742",NA,"Approved",NA,NA
"prednisolone","DB00860","Lupus Erythematosus, Systemic","C0024141",NA,"Approved",NA,NA
"prednisolone","DB00860","Adrenal cortical hypofunction","C0405580",NA,"Approved",NA,NA
"prednisolone","DB00860","Adrenogenital disorder","C0701163",NA,"Approved",NA,NA
"prednisolone","DB00860","Iridocyclitis","C0022073",NA,"Approved",NA,NA
"prednisolone","DB00860","Exfoliative dermatitis","C0011606",NA,"Approved",NA,NA
"prednisolone","DB00860","Pemphigus","C0030807",NA,"Approved",NA,NA
"prednisolone","DB00860","Ocular Rosacea","C0406486",NA,"Approved",NA,NA
"prednisolone","DB00860","Infective blepharitis","C0729587",NA,"Approved",NA,NA
"prednisolone","DB00860","Berylliosis","C0005138",NA,"Approved",NA,NA
"prednisolone","DB00860","Anemia, Diamond-Blackfan","C1260899",NA,"Approved",NA,NA
"prednisolone","DB00860","Bursitis","C0006444",NA,"Approved",NA,NA
"prednisolone","DB00860","Epicondylitis","C0014488",NA,"Approved",NA,NA
"prednisolone","DB00860","Meibomianitis","C0549398",NA,"Approved",NA,NA
"prednisolone","DB00860","Acquired thrombocytopenia","C0154301",NA,"Approved",NA,NA
"prednisolone","DB00860","Giant Cell Arteritis","C0039483",NA,"Approved",NA,NA
"prednisolone","DB00860","Herpes zoster keratitis","C1275687",NA,"Approved",NA,NA
"prednisolone","DB00860","Sarcoidosis","C0036202",NA,"Approved",NA,NA
"prednisolone","DB00860","Contact Dermatitis","C0011616",NA,"Approved",NA,NA
"prednisolone","DB00860","Aspergillosis, Allergic Bronchopulmonary","C0004031",NA,"Approved",NA,NA
"prednisolone","DB00860","Seborrheic dermatitis","C0036508",NA,"Approved",NA,NA
"prednisolone","DB00860","Post traumatic osteoarthritis","C2894027",NA,"Approved",NA,NA
"prednisolone","DB00860","Transplanted organ rejection","C0345468",NA,"Approved",NA,NA
"prednisolone","DB00860","Autoimmune Diseases","C0004364",NA,"Approved",NA,NA
"prednisolone","DB00860","Scalp psoriasis","C0406326",NA,"Approved",NA,NA
"prednisolone","DB00860","Corneal Ulcer","C0010043",NA,"Approved",NA,NA
"prednisolone","DB00860","Rosacea","C0035854",NA,"Approved",NA,NA
"prednisolone","DB00860","Lymphoma, T-Cell, Cutaneous","C0079773",NA,"Approved",NA,NA
"prednisolone","DB00860","Extrinsic allergic alveolitis","C0002390",NA,"Approved",NA,NA
"prednisolone","DB00860","Thyroiditis","C0040147",NA,"Approved",NA,NA
"prednisolone","DB00860","Dermatitis Herpetiformis","C0011608",NA,"Approved",NA,NA
"prednisolone","DB00860","Chronic small plaque psoriasis","C0406317",NA,"Approved",NA,NA
"prednisolone","DB00860","Polymyalgia Rheumatica","C0032533",NA,"Approved",NA,NA
"prednisolone","DB00860","Bacterial conjunctivitis","C0009768",NA,"Approved",NA,NA
"prednisolone","DB00860","Pruritus Ani","C0033775",NA,"Approved",NA,NA
"prednisolone","DB00860","Dacryocystitis","C0010930",NA,"Approved",NA,NA
"prednisolone","DB00860","Rheumatoid Arthritis","C0003873",NA,"Approved",NA,NA
"prednisolone","DB00860","Angioedema","C0002994",NA,"Approved",NA,NA
"prednisolone","DB00860","Autoimmune hemolytic anemia","C0002880",NA,"Approved",NA,NA
"prednisolone","DB00860","Dermatologic disorders","C0037274",NA,"Approved",NA,NA
"prednisolone","DB00860","Congenital adrenal hyperplasia","C0001627",NA,"Approved",NA,NA
"prednisolone","DB00860","Tenosynovitis","C0039520",NA,"Approved",NA,NA
"prednisolone","DB00860","Blepharoconjunctivitis","C0005743",NA,"Approved",NA,NA
"prednisolone","DB00860","Iritis","C0022081",NA,"Approved",NA,NA
"prednisolone","DB00860","Cerebral Edema","C0006114",NA,"Approved",NA,NA
"prednisolone","DB00860","Allergic rhinitis (disorder)","C2607914",NA,"Approved",NA,NA
"prednisolone","DB00860","Humoral hypercalcemia of malignancy (disorder)","C0149911",NA,"Approved",NA,NA
"prednisolone","DB00860","Tuberculosis, Miliary","C0041321",NA,"Approved",NA,NA
"prednisolone","DB00860","Tendinitis","C0039503",NA,"Approved",NA,NA
"prednisolone","DB00860","Hodgkin Disease","C0019829",NA,"Approved",NA,NA
"prednisolone","DB00860","Pulmonary Fibrosis","C0034069",NA,"Approved",NA,NA
"prednisolone","DB00860","Allergic Conjunctivitis","C0009766",NA,"Approved",NA,NA
"prednisolone","DB00860","Aspiration pneumonitis","C1761609",NA,"Approved",NA,NA
"prednisolone","DB00860","Laryngeal Edema","C0023052",NA,"Approved",NA,NA
"prednisolone acetate","DB15566","Bacterial conjunctivitis","C0009768",NA,"Approved",NA,NA
"prednisolone acetate","DB15566","Blepharoconjunctivitis","C0005743",NA,"Approved",NA,NA
"prednisolone acetate","DB15566","Iridocyclitis","C0022073",NA,"Approved",NA,NA
"prednisolone acetate","DB15566","Uveitis","C0042164",NA,"Approved",NA,NA
"prednisolone acetate","DB15566","Infective blepharitis","C0729587",NA,"Approved",NA,NA
"prednisolone acetate","DB00860","Bacterial conjunctivitis","C0009768",NA,"Approved",NA,NA
"prednisolone acetate","DB00860","Blepharoconjunctivitis","C0005743",NA,"Approved",NA,NA
"prednisolone acetate","DB00860","Iridocyclitis","C0022073",NA,"Approved",NA,NA
"prednisolone acetate","DB00860","Uveitis","C0042164",NA,"Approved",NA,NA
"prednisolone acetate","DB00860","Infective blepharitis","C0729587",NA,"Approved",NA,NA
"prednisone","DB00635","Exfoliative dermatitis","C0011606",NA,"Approved",NA,NA
"prednisone","DB00635","Acute lymphocytic leukemia","C0023449",NA,"Approved",NA,NA
"prednisone","DB00635","Crohn Disease","C0010346",NA,"Approved",NA,NA
"prednisone","DB00635","Lymphoma, Non-Hodgkin","C0024305",NA,"Approved",NA,NA
"prednisone","DB00635","Mycosis Fungoides","C0026948",NA,"Approved",NA,NA
"prednisone","DB00635","Contact Dermatitis","C0011616",NA,"Approved",NA,NA
"prednisone","DB00635","Simple Pulmonary Eosinophilia","C0242459",NA,"Approved",NA,NA
"prednisone","DB00635","Pemphigus","C0030807",NA,"Approved",NA,NA
"prednisone","DB00635","Juvenile arthritis","C3495559",NA,"Approved",NA,NA
"prednisone","DB00635","Nephrotic Syndrome","C0027726",NA,"Approved",NA,NA
"prednisone","DB00635","Trichinellosis","C0040896",NA,"Approved",NA,NA
"prednisone","DB00635","Allergic rhinitis (disorder)","C2607914",NA,"Approved",NA,NA
"prednisone","DB00635","Autoimmune hemolytic anemia","C0002880",NA,"Approved",NA,NA
"prednisone","DB00635","Lymphoma, Follicular","C0024301",NA,"Approved",NA,NA
"prednisone","DB00635","Asthma","C0004096",NA,"Approved",NA,NA
"prednisone","DB00635","Berylliosis","C0005138",NA,"Approved",NA,NA
"prednisone","DB00635","Laryngeal Edema","C0023052",NA,"Approved",NA,NA
"prednisone","DB00635","Chronic Lymphocytic Leukemia","C0023434",NA,"Approved",NA,NA
"prednisone","DB00635","Thyroiditis","C0040147",NA,"Approved",NA,NA
"prednisone","DB00635","Dermatitis, Atopic","C0011615",NA,"Approved",NA,NA
"prednisone","DB00635","Hodgkin Disease","C0019829",NA,"Approved",NA,NA
"prednisone","DB00635","Lupus Erythematosus, Systemic","C0024141",NA,"Approved",NA,NA
"prednisone","DB00635","Erythema Multiforme","C0014742",NA,"Approved",NA,NA
"prednisone","DB00635","Adrenogenital disorder","C0701163",NA,"Approved",NA,NA
"prednisone","DB00635","Transplanted organ rejection","C0345468",NA,"Approved",NA,NA
"prednisone","DB00635","Humoral hypercalcemia of malignancy (disorder)","C0149911",NA,"Approved",NA,NA
"prednisone","DB00635","Adrenal cortical hypofunction","C0405580",NA,"Approved",NA,NA
"prednisone","DB00635","Dermatologic disorders","C0037274",NA,"Approved",NA,NA
"prednisone","DB00635","Angioedema","C0002994",NA,"Approved",NA,NA
"prednisone","DB00635","Musculoskeletal Diseases","C0026857",NA,"Approved",NA,NA
"prednisone","DB00635","Lymphoma, T-Cell, Cutaneous","C0079773",NA,"Approved",NA,NA
"prednisone","DB00635","Dermatitis Herpetiformis","C0011608",NA,"Approved",NA,NA
"prednisone","DB00635","Rheumatic Heart Disease","C0035439",NA,"Approved",NA,NA
